Id	Desc	ExpNeed	FellowExpNeed	Stamina	SkillWashTimes	FairyExpNeed	FairyPoints	SilverCoinParam	ExpParam	DailyExpMax	FixServerOpenDay	FixServerOpenDay2	MaxExtendWarpath	ExpFactor	MergeRedeemDay
253	升级所需经验	515790066	0	918	2	0	5	13434.60662	48404.74118	273414055	385	385	860	1	2.368421053
254	升级所需经验	516821647	0	918	2	0	5	13434.60662	48404.74118	273414055	388	388	860	1	2.368421053
255	升级所需经验	517855290	0	918	2	0	5	13434.60662	48404.74118	273414055	390	390	860	1	2.368421053
256	升级所需经验	518891001	0	918	2	0	5	13434.60662	48404.74118	273414055	392	392	860	1	2.368421053
257	升级所需经验	519928783	0	918	2	0	5	13434.60662	48404.74118	273414055	395	395	860	1	2.368421053
258	升级所需经验	520968640	0	918	2	0	5	13434.60662	48404.74118	273414055	397	397	860	1	2.368421053
259	升级所需经验	522010577	0	918	2	0	5	13434.60662	48404.74118	273414055	430	430	1000	1	2.368421053
260	升级所需经验	662535825	0	918	2	0	5	13434.60662	48404.74118	273414055	433	433	1000	1	3
261	升级所需经验	190764625	0	918	2	0	5	13434.60662	48404.74118	273414055	433	433	1000	1	0.862068966
262	升级所需经验	191146155	0	918	2	0	5	13434.60662	48404.74118	273414055	434	434	1000	1	0.862068966
263	升级所需经验	191528447	0	918	2	0	5	13434.60662	48404.74118	273414055	435	435	1000	1	0.862068966
264	升级所需经验	191911504	0	918	2	0	5	13434.60662	48404.74118	273414055	436	436	1000	1	0.862068966
265	升级所需经验	192295327	0	918	2	0	5	13434.60662	48404.74118	273414055	437	437	1000	1	0.862068966
266	升级所需经验	192679918	0	918	2	0	5	13434.60662	48404.74118	273414055	438	438	1000	1	0.862068966
267	升级所需经验	193065277	0	918	2	0	5	13434.60662	48404.74118	273414055	439	439	1000	1	0.862068966
268	升级所需经验	193451408	0	918	2	0	5	13434.60662	48404.74118	273414055	439	439	1000	1	0.862068966
269	升级所需经验	193838311	0	918	2	0	5	13434.60662	48404.74118	273414055	440	440	1000	1	0.862068966
270	升级所需经验	194225987	0	918	2	0	5	13434.60662	48404.74118	273414055	441	441	1000	1	0.862068966
271	升级所需经验	194614439	0	918	2	0	5	13434.60662	48404.74118	273414055	442	442	1000	1	0.862068966
272	升级所需经验	195003668	0	918	2	0	5	13434.60662	48404.74118	273414055	443	443	1000	1	0.862068966
273	升级所需经验	195393676	0	918	2	0	5	13434.60662	48404.74118	273414055	444	444	1000	1	0.862068966
274	升级所需经验	195784463	0	918	2	0	5	13434.60662	48404.74118	273414055	445	445	1000	1	0.862068966
275	升级所需经验	196176032	0	918	2	0	5	13434.60662	48404.74118	273414055	445	445	1000	1	0.862068966
276	升级所需经验	196568384	0	918	2	0	5	13434.60662	48404.74118	273414055	446	446	1000	1	0.862068966
277	升级所需经验	196961521	0	918	2	0	5	13434.60662	48404.74118	273414055	447	447	1000	1	0.862068966
278	升级所需经验	197355444	0	918	2	0	5	13434.60662	48404.74118	273414055	448	448	1000	1	0.862068966
279	升级所需经验	197750155	0	918	2	0	5	13434.60662	48404.74118	273414055	449	449	1000	1	0.862068966
280	升级所需经验	198145655	0	918	2	0	5	13434.60662	48404.74118	273414055	450	450	1000	1	0.862068966
281	升级所需经验	198541946	0	918	2	0	5	13434.60662	48404.74118	273414055	451	451	1000	1	0.862068966
282	升级所需经验	198939030	0	918	2	0	5	13434.60662	48404.74118	273414055	451	451	1000	1	0.862068966
283	升级所需经验	199336908	0	918	2	0	5	13434.60662	48404.74118	273414055	452	452	1000	1	0.862068966
284	升级所需经验	199735582	0	918	2	0	5	13434.60662	48404.74118	273414055	453	453	1000	1	0.862068966
285	升级所需经验	200135053	0	918	2	0	5	13434.60662	48404.74118	273414055	454	454	1000	1	0.862068966
286	升级所需经验	200535323	0	918	2	0	5	13434.60662	48404.74118	273414055	455	455	1000	1	0.862068966
287	升级所需经验	200936394	0	918	2	0	5	13434.60662	48404.74118	273414055	456	456	1000	1	0.862068966
288	升级所需经验	201338267	0	918	2	0	5	13434.60662	48404.74118	273414055	457	457	1000	1	0.862068966
289	升级所需经验	201740943	0	918	2	0	5	13434.60662	48404.74118	273414055	458	458	1000	1	0.862068966
290	升级所需经验	202144425	0	918	2	0	5	13434.60662	48404.74118	273414055	458	458	1000	1	0.862068966
291	升级所需经验	202548714	0	918	2	0	5	13434.60662	48404.74118	273414055	459	459	1000	1	0.862068966
292	升级所需经验	202953811	0	918	2	0	5	13434.60662	48404.74118	273414055	460	460	1000	1	0.862068966
293	升级所需经验	203359719	0	918	2	0	5	13434.60662	48404.74118	273414055	461	461	1000	1	0.862068966
294	升级所需经验	203766438	0	918	2	0	5	13434.60662	48404.74118	273414055	462	462	1000	1	0.862068966
295	升级所需经验	204173971	0	918	2	0	5	13434.60662	48404.74118	273414055	463	463	1000	1	0.862068966
296	升级所需经验	204582319	0	918	2	0	5	13434.60662	48404.74118	273414055	464	464	1000	1	0.862068966
297	升级所需经验	204991484	0	918	2	0	5	13434.60662	48404.74118	273414055	464	464	1000	1	0.862068966
298	升级所需经验	205401467	0	918	2	0	5	13434.60662	48404.74118	273414055	465	465	1000	1	0.862068966
299	升级所需经验	205812270	0	918	2	0	5	13434.60662	48404.74118	273414055	466	466	1000	1	0.862068966
300	升级所需经验	206223894	0	918	2	0	5	13434.60662	48404.74118	273414055	466	466	1000	1	0.862068966
