AnimID	Name	AinmName	Layer	WrapMode	Speed	TransitTime	LoopTime	LoopOverAnimId	IsCanBreak	StartEffect01	IsStartEffectAutoEnd01	StartEffect02	IsStartEffectAutoEnd02	StartEffect03	IsStartEffectAutoEnd03	StartEffect04	IsStartEffectAutoEnd04	StartEffect05	IsStartEffectAutoEnd05	StartEffect06	IsStartEffectAutoEnd06	EndEffect	IsCallEnd	NextAnimId	SoundID	IsSkillAnim	CameraRockRate	CameraRockID	GD_WeaponLRefixIndex	GD_WeaponRRefixIndex	IsNeedPlayWeaponAnim
548	天守阵法_end-焚香	Skill_Tianshouzhenfa_End	2	1	1	0	-1	-1	0	698	1	699	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
549	玄阳火典_Start-焚香	Skill_Xuanyanghuodian_Start	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	565	696	1	100	-1	-1	-1	0
550	缚足锁魂-焚香	Skill_Fuzusuohun	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	699	1	100	-1	-1	-1	0
551	涅槃重生_start-焚香	Skill_Niepanchongsheng_Start	2	1	1	0.2	-1	-1	0	704	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	552	700	1	0	-1	-1	-1	0
552	涅槃重生_loop-焚香	Skill_Niepanchongsheng_Loop	2	2	1	0	5	-1	0	705	0	706	0	707	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	-1	-1	-1	0
553	涅槃重生_end-焚香(废弃）	Skill_Niepanchongsheng_End	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
554	南巫天火_start-焚香	Skill_Nanwutianhuo_Start	2	1	1	0.2	-1	-1	0	708	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	555	701	1	0	-1	-1	-1	0
555	南巫天火_loop-焚香	Skill_Nanwutianhuo_Loop	2	2	1	0	4	556	0	709	0	710	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	100	33	-1	-1	0
556	南巫天火_end-焚香	Skill_Nanwutianhuo_End	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
557	焚香玉册-焚香	Skill_Fenxiangyuce	2	1	1	0.2	-1	-1	0	711	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	703	1	100	-1	-1	-1	0
558	八凶玄火阵法_start-焚香	Skill_Baxiongxuanhuo_Start	2	1	1	0.2	-1	-1	0	730	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	559	702	1	0	-1	-1	-1	0
559	八凶玄火阵法_loop-焚香	Skill_Baxiongxuanhuo_Loop	2	2	1	0	1	560	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	-1	-1	-1	0
560	八凶玄火阵法_end-焚香	Skill_Baxiongxuanhuo_End	2	1	1	0	-1	-1	0	731	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	100	31	-1	-1	0
561	青灵石	Skill_Fb	2	1	1	0.2	-1	-1	0	713	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	704	1	0	-1	-1	-1	1
562	九阳尺	Skill_Fb	2	1	1	0.2	-1	-1	0	715	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	705	1	0	-1	-1	-1	1
563	九寒凝冰刺	Skill_Fb	2	1	1	0.2	-1	-1	0	718	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	706	1	0	-1	-1	-1	1
564	废弃	Skill_Xuanyanghuodian_Loop	2	2	1	0	1	565	0	721	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	-1	-1	-1	0
565	玄阳火典_End-焚香	Skill_Xuanyanghuodian_End	2	1	1	0	-1	-1	0	722	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
566	XP-焚香-女	Skill_Xp	2	1	1	0.2	-1	-1	0	729	1	736	1	737	1	-1	0	-1	0	-1	0	-1	0	-1	691	1	0	-1	-1	-1	0
567	焚香男冠军展示POSE-Front	Fenxiang_M_Front	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
568	焚香男冠军展示POSE-Left	Fenxiang_M_Left	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
569	焚香男冠军展示POSE-Mid	Fenxiang_M_Mid	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
570	焚香男冠军展示POSE-Right	Fenxiang_M_Right	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
571	焚香男冠军展示POSE-Top	Fenxiang_M_Top	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
572	焚香女冠军展示POSE-Front	Fenxiang_W_Front	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
573	焚香女冠军展示POSE-Left	Fenxiang_W_Left	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
574	焚香女冠军展示POSE-Mid	Fenxiang_W_Mid	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
575	焚香女冠军展示POSE-Right	Fenxiang_W_Right	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
576	焚香女冠军展示POSE-Top	Fenxiang_W_Top	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
577	焚香男展示动作-焚香玉册	Skill_Fenxiangyuce	2	1	1	0.2	-1	-1	0	734	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	18	712	1	0	-1	-1	-1	0
578	焚香女展示动作-焚香玉册	Skill_Fenxiangyuce	2	1	1	0.2	-1	-1	0	734	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	18	712	1	0	-1	-1	-1	0
579	缚足锁魂受击站立	Stand	1	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
580	蓬莱-金瓶儿-起手	Skill_Wanwuhuichun_Start	1	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	581	-1	0	0	-1	-1	-1	0
581	蓬莱-金瓶儿-持续	Skill_Wanwuhuichun_Loop	1	2	1	0.2	-1	-1	0	802	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
582	蓬莱-金瓶儿-结束	Skill_Wanwuhuichun_End	1	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
583	蓬莱-青龙-起手	Skill_Caidaqicu_Start	1	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	584	-1	0	0	-1	-1	-1	0
584	蓬莱-青龙-持续	Skill_Caidaqicu_Loop	1	2	1	0.2	-1	-1	0	804	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
585	蓬莱-幽姬-起手	Skill_Wanwuhuichun_Start	1	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	662	-1	0	0	-1	-1	-1	0
586	蓬莱-娲族祭祀-招小怪-起手	Skill_Zhaohuan_Start	1	1	1	0.2	-1	-1	0	738	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	587	728	0	0	-1	-1	-1	0
587	蓬莱-娲族祭祀-招小怪-持续	Skill_Zhaohuan_Loop	1	2	1	0.2	-1	-1	0	739	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
588	蓬莱-娲族祭祀-招小怪-结束	Skill_Zhaohuan_End	1	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
589	蓬莱-上古巨猿-巨锤	Skill_Juchui	1	1	1	0.2	-1	-1	0	740	1	741	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	714	0	0	-1	-1	-1	0
590	蓬莱-上古巨猿-蹦踏	Skill_Bengta	1	1	1	0.2	-1	-1	0	742	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	715	0	0	-1	-1	-1	0
591	蓬莱-上古巨猿-翻滚-前摇	Attack_Stand	1	2	1	0.2	3	592	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	716	0	0	-1	-1	-1	0
592	蓬莱-上古巨猿-翻滚	Skill_Fangun	1	1	1	0.2	-1	-1	0	744	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
593	蓬莱-上古巨猿-愤怒	Skill_Fennu	1	1	1	0.2	-1	-1	0	745	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	717	0	0	-1	-1	-1	0
594	蓬莱-上古巨猿-粉碎	Skill_Fensui	1	1	1	0.2	-1	-1	0	746	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	718	0	0	-1	-1	-1	0
595	蓬莱-娲族祭祀-死亡凝视-前摇	Attack_Stand	1	2	1	0.2	2	596	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	727	0	0	-1	-1	-1	0
596	蓬莱-娲族祭祀-死亡凝视	Skill_Siwangningshi	1	1	1	0.2	-1	-1	0	748	1	749	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
597	蓬莱-娲族祭祀-招守卫-起手	Skill_Zhaohuan_Start	1	1	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	598	729	0	0	-1	-1	-1	0
598	蓬莱-娲族祭祀-招守卫-持续	Skill_Zhaohuan_Loop	1	2	1	0.2	11	599	0	750	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	0	0	-1	-1	-1	0
599	蓬莱-娲族祭祀-招守卫-结束	Skill_Zhaohuan_End	1	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
600	蓬莱-娲族祭祀-剧毒陷阱-起手	Skill_Zhaohuan_Start	1	1	1	0.2	-1	-1	0	752	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	601	731	0	0	-1	-1	-1	0
601	蓬莱-娲族祭祀-剧毒陷阱-持续	Skill_Zhaohuan_Loop	1	2	1	0.2	17	602	0	753	0	754	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	0	0	-1	-1	-1	0
602	蓬莱-娲族祭祀-剧毒陷阱-结束	Skill_Zhaohuan_End	1	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
603	蓬莱-娲族祭祀-龙卷风	Skill_Longjuanfeng	1	2	1	0.2	-1	-1	0	757	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	733	0	0	-1	-1	-1	0
604	蓬莱-魑魅-暗影之刺	Skill_Anyingzhici	1	2	1	0.2	-1	-1	0	759	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	719	0	0	-1	-1	-1	0
605	蓬莱-魑魅-移形换位	Skill_Anyingzhici	1	2	1	0.2	-1	-1	0	797	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	741	0	0	-1	-1	-1	0
606	蓬莱-魑魅-暗影陷阱	Skill_Anyingxianjing	1	2	1	0.2	-1	-1	0	761	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	720	0	0	-1	-1	-1	0
607	蓬莱-魑魅-攻守变换1	Skill_Gongshoubianhuan	1	2	1	0.2	-1	-1	0	764	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	721	0	0	-1	-1	-1	0
608	蓬莱-魑魅-攻守变换2	Skill_Gongshoubianhuan	1	2	1	0.2	-1	-1	0	766	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	722	0	0	-1	-1	-1	0
609	蓬莱-魍魉-暗影灼烧	Skill_Anyingzhici	1	2	1	0.2	-1	-1	0	768	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	723	0	0	-1	-1	-1	0
610	蓬莱-魍魉-火焰暗杀-起手	Skill_Huoyanansha_Start	1	1	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	611	724	0	0	-1	-1	-1	0
611	蓬莱-魍魉-火焰暗杀-持续	Skill_Huoyanansha_Loop	1	2	1	0.2	5	612	0	770	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	0	0	-1	-1	-1	0
612	蓬莱-魍魉-火焰暗杀-结束	Skill_Huoyanansha_End	1	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
613	蓬莱-应龙-龙爪挥舞	Skill_Longzhuahuiji	1	2	1	0.2	-1	-1	0	773	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	735	0	0	-1	-1	-1	0
614	蓬莱-应龙-龙尾扫击	Skill_Longweisaoji	1	2	1	0.2	-1	-1	0	774	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	737	0	0	-1	-1	-1	0
616	蓬莱-应龙-龙血绿	Skill_Longxue	1	2	1	0.2	-1	-1	0	775	1	776	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	742	0	0	-1	-1	-1	0
617	蓬莱-应龙-龙血蓝	Skill_Longxue	1	2	1	0.2	-1	-1	0	779	1	780	1	781	1	-1	0	-1	0	-1	0	-1	0	-1	742	0	0	-1	-1	-1	0
618	蓬莱-应龙-龙血红	Skill_Longxue	1	2	1	0.2	-1	-1	0	784	1	785	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	742	0	0	-1	-1	-1	0
619	蓬莱-应龙-龙血融合	Skill_Longxue	1	2	1	0.2	-1	-1	0	784	1	785	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
620	蓬莱-应龙-冰霜冲击	Skill_Huoyanzhuoshao	1	2	1	0.2	-1	-1	0	788	1	-1	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	736	0	0	-1	-1	-1	0
621	蓬莱-应龙-腐蚀酸液	Skill_Huoyanzhuoshao	1	2	1	0.2	-1	-1	0	789	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	738	0	0	-1	-1	-1	0
622	蓬莱-应龙-火焰灼烧	Skill_Huoyanzhuoshao	1	2	1	0.2	-1	-1	0	790	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	740	0	0	-1	-1	-1	0
623	蓬莱-应龙-召唤小怪-蓝	Skill_Zhaohuan	1	2	1	0.2	-1	-1	0	791	1	-1	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	743	0	0	-1	-1	-1	0
624	蓬莱-应龙-召唤小怪-红	Skill_Zhaohuan	1	2	1	0.2	-1	-1	0	792	1	-1	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	743	0	0	-1	-1	-1	0
625	蓬莱-应龙-毒液溅射	Skill_Duyejianshe	1	2	1	0.2	-1	-1	0	-1	1	-1	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	739	0	0	-1	-1	-1	0
626	蓬莱-应龙-喷火吐息-前摇	Attack_Stand	1	2	1	0.2	2	627	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	744	0	0	-1	-1	-1	0
627	蓬莱-应龙-喷火吐息	Skill_Duyejianshe	1	1	1	0.2	-1	-1	0	796	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
628	合欢登录选人——房子上站立	Select_Stand_01	1	2	1	0	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
629	合欢登录选人——跳下房子	Select_Jump_01	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	745	0	0	-1	-1	-1	0
630	合欢登录选人——跳入展示区	Select_Jump_02	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	0	746	0	0	-1	-1	-1	0
631	合欢登录选人——展示区站立	Select_Stand_02	1	2	1	0	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
632	合欢登录选人——展示区前跳男	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	248	748	0	0	-1	-1	-1	0
633	合欢登录选人——展示区前跳女	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	249	747	0	0	-1	-1	-1	0
634	蓬莱-应龙-出生动画	Bron	1	1	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
635	蓬莱-金瓶儿-走路	Walk	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
636	青云登录选人——展示区前跳男	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	250	748	0	0	-1	-1	-1	0
637	青云登录选人——展示区前跳女	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	251	747	0	0	-1	-1	-1	0
638	鬼王登录选人——展示区前跳男	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	246	748	0	0	-1	-1	-1	0
639	鬼王登录选人——展示区前跳女	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	247	747	0	0	-1	-1	-1	0
640	天音登录选人——展示区前跳男	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	252	748	0	0	-1	-1	-1	0
641	天音登录选人——展示区前跳女	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	253	747	0	0	-1	-1	-1	0
642	焚香登录选人——展示区前跳男	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	577	748	0	0	-1	-1	-1	0
643	焚香登录选人——展示区前跳女	Select_Jump_03	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	578	747	0	0	-1	-1	-1	0
644	捶胸-男对男	Beat_MM_01	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
645	捶胸-男对女	Beat_MW_01	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
646	捶胸-女对男	Beat_WM_01	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
647	捶胸-女对女	Beat_WW_01	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
648	被捶胸-男对男	Beat_MM_02	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
649	被捶胸-男对女	Beat_MW_02	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
650	被捶胸-女对男	Beat_WM_02	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
651	被捶胸-女对女	Beat_WW_02	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
652	捶胸-男对男-持续	Beat_MM_01_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
653	捶胸-男对女-持续	Beat_MW_01_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
654	捶胸-女对男-持续	Beat_WM_01_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
655	捶胸-女对女-持续	Beat_WW_01_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
656	被捶胸-男对男-持续	Beat_MM_02_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
657	被捶胸-男对女-持续	Beat_MW_02_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
658	被捶胸-女对男-持续	Beat_WM_02_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
659	被捶胸-女对女-持续	Beat_WW_02_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
660	被捶胸-女对女-持续	Beat_WW_02_Loop	2	2	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
661	登录选人——第二阶段飞行	Select_TV	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
662	蓬莱-幽姬-持续	Skill_Wanwuhuichun_Loop	1	2	1	0.2	-1	-1	0	805	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
663	凤九_壁咚_start	Bidong	2	1	1	0.2	-1	-1	0	806	1	535	1	-1	0	-1	0	-1	0	-1	0	-1	1	664	-1	1	0	-1	-1	-1	0
664	凤九_壁咚_loop	Bidong_Loop	2	2	1	0	-1	-1	0	807	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
665	法宝渡痴嗔施法动作	Skill_Fb	2	1	1	0.2	-1	-1	0	813	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	753	1	0	-1	-1	-1	1
666	法宝东皇钟施法动作	Skill_Fb	2	1	1	0.2	-1	-1	0	808	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	750	1	0	-1	-1	-1	1
667	法宝云深不知处施法动作	Skill_Fb	2	1	1	0.2	-1	-1	0	815	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	751	1	0	-1	-1	-1	1
668	法宝照玉寒施法动作	Skill_Fb	2	1	1	0.2	-1	-1	0	820	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	752	1	0	-1	-1	-1	1
669	法宝花非花施法动作	Skill_Fb	2	1	1	0.2	-1	-1	0	817	1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	754	1	0	-1	-1	-1	1
670	不羡仙跳舞_loop_男	Dance_MW	2	2	1	0	-1	-1	0	812	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
671	不羡仙跳舞_loop_女	Dance_MW	2	2	1	0	-1	-1	0	812	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
672	人在真爱坐骑上站立	Ride_Stand_Zhenai	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
673	【周年庆】尬舞1	Dance_MW	2	2	1	0	2	-1	0	861	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	-1	-1	-1	0
674	【周年庆】尬舞2	Be_Dance_MW	2	2	1	0.1	2	-1	0	862	0	863	0	861	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	-1	-1	-1	0
675	云梦男冠军展示POSE-Front	Yunmengzong_M_Front	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
676	云梦男冠军展示POSE-Left	Yunmengzong_M_Left	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
677	云梦男冠军展示POSE-Mid	Yunmengzong_M_Mid	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
678	云梦男冠军展示POSE-Right	Yunmengzong_M_Right	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
679	云梦男冠军展示POSE-Top	Yunmengzong_M_Top	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
680	云梦女冠军展示POSE-Front	Yunmengzong_W_Front	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
681	云梦女冠军展示POSE-Left	Yunmengzong_W_Left	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
682	云梦女冠军展示POSE-Mid	Yunmengzong_W_Mid	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	0
