Id	Desc	SceneId	StartX	StartZ	PosX	PosZ	FaceDirection	Minutes	BehaviorType	InterMinutes	ParmaA	ParmaB	ParmaC	ParmaD	PaoPaoId	Worlds	NextConitueId
225	D2-6练功房前休息聊天	403	120.48	29.61	146.79	34.71	130.27	60	0	4	0	-1	-1	-1	-1	-1	226
226	D2-8练功房练功	403	-1	-1	162.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	227
227	D2-8练功房练功	403	-1	-1	162.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
228	D2-9庙会吃午饭	324	-1	-1	139.11	95.42	-1	60	1	4	16	0	-1	-1	-1	-1	-1
229	D2-12练功房练舞	403	-1	-1	162.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	230
230	D2-14练功房门前练琴	403	-1	-1	139.72	46.04	-1	60	1	4	42	0	-1	-1	-1	-1	-1
231	D2-15看舞台区，并惊叹	403	-1	-1	94.29	66.33	-56.66	60	0	4	0	-1	-1	-1	-1	-1	-1
232	D2-17庙会舞台区边演奏	324	-1	-1	146	59.46	-1	60	1	4	11	0	-1	-1	-1	-1	233
233	D2-19舞蹈加练	403	-1	-1	162.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
234	D2-22小池镇观赏夜景	4	-1	-1	81	34.5	22.76	60	0	4	0	-1	-1	-1	-1	-1	-1
235	D2-23仙府夜话	403	-1	-1	149.33	33	-16.95	60	0	4	0	-1	-1	-1	-1	-1	-1
236	D2-4刚刚醒来与其他人发生对话	403	-1	-1	48.78	176.85	-153.58	60	0	4	2789	-1	-1	-1	-1	-1	-1
237	D2-5有狐丘游玩	402	-1	-1	184.38	217.46	109.34	60	0	4	0	-1	-1	-1	-1	-1	-1
238	D2-6练功房前休息聊天	403	120.62	28	146.93	33.1	53.36	60	0	4	0	-1	-1	-1	-1	-1	239
239	D2-8练功房练功	403	-1	-1	158.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	240
240	D2-8练功房练功	403	-1	-1	158.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
241	D2-9庙会吃午饭	324	-1	-1	141.6	90.4	-1	60	1	4	17	1	-1	-1	-1	-1	242
242	D2-10饭桌闲聊	324	-1	-1	139.11	95.42	-1	60	1	4	16	2	-1	-1	-1	-1	-1
243	D2-12练功房练舞	403	-1	-1	158.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	244
244	D2-14练功房门前练琴	403	-1	-1	123.75	36.67	-1	60	1	4	43	0	-1	-1	-1	-1	245
245	D2-15看舞台区，并惊叹	403	-1	-1	95.81	67.09	133.43	60	0	4	0	-1	-1	-1	-1	-1	-1
246	D2-17庙会舞台区边演奏	324	-1	-1	152	59.46	-1	60	1	4	37	0	-1	-1	-1	-1	-1
247	D2-20河阳城摆摊区闲逛	5	-1	-1	38	124	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
248	D2-22小池镇观赏夜景	4	-1	-1	79.5	35	60	60	0	4	0	-1	-1	-1	-1	-1	-1
249	D2-24舞蹈加练	403	-1	-1	158.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
250	D2-4刚刚醒来与其他人发生对话	403	-1	-1	51	177.02	-153.58	60	0	4	2789	-1	-1	-1	-1	-1	-1
251	D2-5有狐丘游玩	402	-1	-1	184.02	216.5	109.34	60	0	4	0	-1	-1	-1	-1	-1	-1
252	D2-6练功房前休息聊天	403	154.93	25.42	148.27	32.66	0	60	0	4	0	-1	-1	-1	-1	-1	253
253	D2-8练功房练功	403	-1	-1	154.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	254
254	D2-8练功房练功	403	-1	-1	154.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
255	D2-9庙会吃午饭	324	-1	-1	141.6	90.4	-1	60	1	4	17	2	-1	-1	-1	-1	-1
256	D2-12练功房练舞	403	-1	-1	154.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	257
257	D2-14练功房门前练琴	403	-1	-1	114.45	30	-1	60	1	4	44	0	-1	-1	-1	-1	258
258	D2-15看舞台区，并惊叹	403	-1	-1	98.09	64.05	5.84	60	0	4	0	-1	-1	-1	-1	-1	-1
259	D2-18庙会坐秋千	324	-1	-1	112.44	102.4	-1	60	1	4	3	0	-1	-1	-1	-1	-1
260	D2-20河阳城摆摊区闲逛	5	-1	-1	38	117	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
261	D2-22小池镇观赏夜景	4	-1	-1	78.76	36.68	107	60	0	4	0	-1	-1	-1	-1	-1	-1
262	D2-24舞蹈加练	403	-1	-1	154.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
263	D2-4刚刚醒来与其他人发生对话	403	-1	-1	50	177.55	-153.58	60	0	4	2789	-1	-1	-1	-1	-1	-1
264	D2-5有狐丘游玩	402	-1	-1	183.61	215.5	109.34	60	0	4	0	-1	-1	-1	-1	-1	-1
265	D2-6练功房前休息聊天	403	156.12	25.85	149.33	33	-16.95	60	0	4	0	-1	-1	-1	-1	-1	266
266	D2-8练功房练功	403	-1	-1	150.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	267
267	D2-8练功房练功	403	-1	-1	150.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
268	D2-9庙会吃午饭	324	-1	-1	141.6	90.4	-1	60	1	4	17	0	-1	-1	-1	-1	-1
269	D2-12练功房练舞	403	-1	-1	150.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	270
270	D2-14练功房门前练琴	403	-1	-1	180.62	45.84	-1	60	1	4	45	0	-1	-1	-1	-1	271
271	D2-15看舞台区，并惊叹	403	-1	-1	99.57	66.34	-63.95	60	0	4	0	-1	-1	-1	-1	-1	-1
272	D2-18庙会坐秋千	324	-1	-1	112.44	102.4	-1	60	1	4	3	1	-1	-1	-1	-1	-1
273	D2-20河阳城摆摊区闲逛	5	-1	-1	33	117	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
274	D2-22小池镇观赏夜景	4	-1	-1	79.31	37.89	144.66	60	0	4	0	-1	-1	-1	-1	-1	-1
275	D2-24舞蹈加练	403	-1	-1	150.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
276	D3-2河阳城围着小齐哥	5	-1	-1	21.11	102.2	168.12	60	0	4	0	-1	-1	-1	-1	-1	-1
277	D3-4庙会游玩	324	62.89	50.03	53.24	43.09	-98.03	60	0	4	0	-1	-1	-1	-1	-1	-1
278	D3-5霜渊游玩	373	85	35	110.39	4.62	103.24	60	0	4	0	-1	-1	-1	-1	-1	-1
279	D3-6练功房前休息聊天	403	-1	-1	152.52	37.19	50.96	60	0	4	0	-1	-1	-1	-1	-1	280
280	D3-7练功房练功	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	281
281	D3-7练功房练功	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	282
282	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	53	0	-1	-1	-1	-1	283
283	D3-9饭桌闲聊	403	-1	-1	27.84	160.06	0	60	1	5	53	0	-1	-1	-1	-1	284
284	D3-11练功房练舞	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	285
285	D3-12练功房门前练琴	403	-1	-1	139.72	46.04	-1	60	1	4	42	0	-1	-1	-1	-1	286
286	D3-14舞台区前讨论	403	-1	-1	94.92	64.55	0	60	0	4	0	-1	-1	-1	-1	-1	-1
287	D3-15庙会舞台区边演奏	324	-1	-1	142	59.46	-1	60	1	4	9	0	-1	-1	-1	-1	288
288	D3-18庙会坐秋千	324	-1	-1	112.44	102.4	-1	60	1	4	3	0	-1	-1	-1	-1	289
289	D3-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	0	-1	-1	-1	-1	-1
290	D3-23舞蹈加练	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
291	D3-2河阳城围着小齐哥	5	-1	-1	20.12	101.42	134.14	60	0	4	0	-1	-1	-1	-1	-1	-1
292	D3-4庙会游玩	324	63.19	48.63	53.53	41.7	-98.03	60	0	4	0	-1	-1	-1	-1	-1	-1
293	D3-5霜渊游玩	373	86	35	113.74	5.3	-111.45	60	0	4	0	-1	-1	-1	-1	-1	-1
294	D3-6练功房前休息聊天	403	-1	-1	154.96	38.21	-77.84	60	0	4	0	-1	-1	-1	-1	-1	295
295	D3-7练功房练功	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	296
296	D3-7练功房练功	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	297
297	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	53	1	-1	-1	-1	-1	298
298	D3-10舞蹈加练	403	-1	-1	162.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	299
299	D3-11练功房练舞	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	300
300	D3-12练功房门前练琴	403	-1	-1	123.75	36.67	-1	60	1	4	43	0	-1	-1	-1	-1	301
301	D3-14舞台区前讨论	403	-1	-1	92.63	65.8	69.81	60	0	4	0	-1	-1	-1	-1	-1	-1
302	D3-15庙会舞台区边演奏	324	-1	-1	138	59.46	-1	60	1	4	10	0	-1	-1	-1	-1	303
303	D3-18庙会坐秋千	324	-1	-1	112.44	102.4	-1	60	1	4	3	1	-1	-1	-1	-1	304
304	D3-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	1	-1	-1	-1	-1	-1
305	D3-23舞蹈加练	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
306	D3-2河阳城围着小齐哥	5	-1	-1	19.38	100.41	134.14	60	0	4	0	-1	-1	-1	-1	-1	-1
307	D3-4庙会游玩	324	63.09	47.29	53.44	40.35	-80.78	60	0	4	0	-1	-1	-1	-1	-1	-1
308	D3-5霜渊游玩	373	87	35	110.88	5.86	144.93	60	0	4	0	-1	-1	-1	-1	-1	-1
309	D3-6练功房前休息聊天	403	-1	-1	152.52	38.82	120.33	60	0	4	0	-1	-1	-1	-1	-1	310
310	D3-7练功房练功	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	311
311	D3-7练功房练功	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	312
312	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	53	2	-1	-1	-1	-1	313
313	D3-10舞蹈加练	403	-1	-1	158.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	314
314	D3-11练功房练舞	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	315
315	D3-12练功房门前练琴	403	-1	-1	114.45	30	-1	60	1	4	44	0	-1	-1	-1	-1	316
316	D3-14舞台区前讨论	403	-1	-1	96.61	64.88	0	60	0	4	0	-1	-1	-1	-1	-1	-1
317	D3-15庙会舞台区边演奏	324	-1	-1	146	59.46	-1	60	1	4	11	0	-1	-1	-1	-1	-1
318	D3-19舞蹈加练	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
319	D3-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	0	-1	-1	-1	-1	-1
320	D3-23舞蹈加练	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
321	D3-2河阳城围着小齐哥	5	-1	-1	19.01	98.84	109.39	60	0	4	0	-1	-1	-1	-1	-1	-1
322	D3-4庙会游玩	324	-1	-1	39.57	112.39	-98.03	60	3	4	3	-1	-1	-1	-1	-1	-1
323	D3-5霜渊游玩	373	88	35	112.26	6.07	-163.05	60	0	4	0	-1	-1	-1	-1	-1	-1
324	D3-6练功房前休息聊天	403	-1	-1	153.71	36.84	0	60	0	4	0	-1	-1	-1	-1	-1	325
325	D3-7练功房练功	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	326
326	D3-7练功房练功	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	327
327	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	51	0	-1	-1	-1	-1	328
328	D3-9饭桌闲聊	403	-1	-1	27.84	160.06	0	60	1	5	51	0	-1	-1	-1	-1	329
329	D3-11练功房练舞	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	330
330	D3-12练功房门前练琴	403	-1	-1	180.62	45.84	-1	60	1	4	45	0	-1	-1	-1	-1	331
331	D3-14舞台区前讨论	403	-1	-1	93.72	63	46.17	60	0	4	0	-1	-1	-1	-1	-1	-1
332	D3-16庙会朵一附近买糖葫芦	324	-1	-1	80.91	133.88	-71.41	60	0	4	0	-1	-1	-1	-1	-1	-1
333	D3-19舞蹈加练	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
334	D3-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	1	-1	-1	-1	-1	-1
335	D3-2河阳城围着小齐哥	5	-1	-1	22.7	102.08	-138.94	60	0	4	0	-1	-1	-1	-1	-1	-1
336	D3-4庙会游玩	324	-1	-1	39.87	110.99	-98.03	60	3	4	3	-1	-1	-1	-1	-1	-1
337	D3-5霜渊游玩	373	89	35	114	4	-74.52	60	0	4	0	-1	-1	-1	-1	-1	-1
338	D3-6练功房前休息聊天	403	-1	-1	153.74	39.31	-176.47	60	0	4	0	-1	-1	-1	-1	-1	339
339	D3-7练功房练功	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	340
340	D3-7练功房练功	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	341
341	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	51	1	-1	-1	-1	-1	342
342	D3-9饭桌闲聊	403	-1	-1	27.84	160.06	0	60	1	5	51	1	-1	-1	-1	-1	343
343	D3-11练功房练舞	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	344
344	D3-13练功房练舞	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	345
345	D3-14舞台区前讨论	403	-1	-1	96.07	62.75	0	60	0	4	0	-1	-1	-1	-1	-1	-1
346	D3-16庙会朵一附近买糖葫芦	324	-1	-1	80.55	131.82	-14.85	60	0	4	0	-1	-1	-1	-1	-1	-1
347	D3-19舞蹈加练	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
348	D3-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	2	-1	-1	-1	-1	-1
349	D3-1围着庙会货郎买吃的	324	87.08	84.58	103.45	78.59	178.93	60	0	4	0	-1	-1	-1	-1	-1	-1
350	D3-3河阳城摆摊区闲逛	5	-1	-1	38	124	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
351	D3-4庙会游玩	324	-1	-1	39.77	109.65	-80.78	60	3	4	3	-1	-1	-1	-1	-1	-1
352	D3-5霜渊游玩	373	-1	-1	45.37	107.01	118.14	60	0	4	0	-1	-1	-1	-1	-1	-1
353	D3-6练功房前休息聊天	403	-1	-1	153.77	43.18	-172.87	60	0	4	0	-1	-1	-1	-1	-1	354
354	D3-7练功房练功	403	-1	-1	162.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	355
355	D3-7练功房练功	403	-1	-1	162.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	356
356	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	51	2	-1	-1	-1	-1	357
357	D3-10舞蹈加练	403	-1	-1	150.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	358
358	D3-11练功房练舞	403	-1	-1	162.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	359
359	D3-13练功房练舞	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	360
360	D3-14舞台区前讨论	403	-1	-1	94.29	66.33	-56.66	60	0	4	0	-1	-1	-1	-1	-1	-1
361	D3-16庙会朵一附近买糖葫芦	324	-1	-1	78.34	131.57	37.03	60	0	4	0	-1	-1	-1	-1	-1	-1
362	D3-19舞蹈加练	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
363	D3-22小池镇观赏夜景	4	-1	-1	81	34.5	22.76	60	0	4	0	-1	-1	-1	-1	-1	-1
364	D3-1围着庙会货郎买吃的	324	87.75	85.85	104.33	78.61	-168.11	60	0	4	0	-1	-1	-1	-1	-1	-1
365	D3-3河阳城摆摊区闲逛	5	-1	-1	38	117	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
366	D3-4庙会游玩	324	-1	-1	84.92	161.5	-4.25	60	0	4	0	-1	-1	-1	-1	-1	-1
367	D3-5霜渊游玩	373	-1	-1	44.09	103.96	118.14	60	0	4	0	-1	-1	-1	-1	-1	-1
368	D3-6练功房前休息聊天	403	-1	-1	152.16	41.5	63.55	60	0	4	0	-1	-1	-1	-1	-1	369
369	D3-7练功房练功	403	-1	-1	158.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	370
370	D3-7练功房练功	403	-1	-1	158.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	371
371	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	52	0	-1	-1	-1	-1	372
372	D3-9饭桌闲聊	403	-1	-1	27.84	160.06	0	60	1	5	52	0	-1	-1	-1	-1	373
373	D3-11练功房练舞	403	-1	-1	158.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	374
374	D3-13练功房练舞	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	375
375	D3-14舞台区前讨论	403	-1	-1	95.81	67.09	133.43	60	0	4	0	-1	-1	-1	-1	-1	-1
376	D3-15庙会舞台区边演奏	324	-1	-1	152	59.46	-1	60	1	4	37	0	-1	-1	-1	-1	-1
377	D3-20河阳城摆摊区闲逛	5	-1	-1	38	124	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
378	D3-22小池镇观赏夜景	4	-1	-1	79.5	35	60	60	0	4	0	-1	-1	-1	-1	-1	-1
379	D3-1围着庙会货郎买吃的	324	86.53	83.55	102.51	78.36	168.35	60	0	4	0	-1	-1	-1	-1	-1	-1
380	D3-3河阳城摆摊区闲逛	5	-1	-1	33	117	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
381	D3-4庙会游玩	324	-1	-1	83.51	161.3	-4.25	60	0	4	0	-1	-1	-1	-1	-1	-1
382	D3-5霜渊游玩	373	-1	-1	45	105.24	118.14	60	0	4	0	-1	-1	-1	-1	-1	-1
383	D3-6练功房前休息聊天	430	-1	-1	154.73	41.88	-72.38	60	0	4	0	-1	-1	-1	-1	-1	-1
384	D3-7练功房练功	403	-1	-1	154.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	385
385	D3-7练功房练功	403	-1	-1	154.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	386
386	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	52	1	-1	-1	-1	-1	387
387	D3-10舞蹈加练	403	-1	-1	154.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	388
388	D3-11练功房练舞	403	-1	-1	154.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	389
389	D3-13练功房练舞	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	390
390	D3-14舞台区前讨论	403	-1	-1	98.09	64.05	5.84	60	0	4	0	-1	-1	-1	-1	-1	-1
391	D3-17河阳城摆摊区闲逛	5	-1	-1	36	121	-1	60	3	4	3	-1	-1	-1	-1	27940	392
392	D3-20河阳城摆摊区闲逛	5	-1	-1	38	117	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
393	D3-22小池镇观赏夜景	4	-1	-1	78.76	36.68	107	60	0	4	0	-1	-1	-1	-1	-1	-1
394	D3-1围着庙会货郎买吃的	324	86.06	82.65	103.7	79.33	168.35	60	0	4	0	-1	-1	-1	-1	-1	-1
395	D3-3河阳城摆摊区闲逛	5	-1	-1	36	121	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
396	D3-4庙会游玩	324	-1	-1	82.17	161.48	13	60	0	4	0	-1	-1	-1	-1	-1	-1
397	D3-5霜渊游玩	373	-1	-1	43.71	105.7	118.14	60	0	4	0	-1	-1	-1	-1	-1	-1
398	D3-6练功房前休息聊天	403	-1	-1	153.71	40.79	0	60	0	4	0	-1	-1	-1	-1	-1	399
399	D3-7练功房练功	403	-1	-1	150.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	400
400	D3-7练功房练功	403	-1	-1	150.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	401
401	D3-8仙府吃午饭	403	-1	-1	27.84	160.06	0	60	1	5	52	2	-1	-1	-1	-1	402
402	D3-10舞蹈加练	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	403
403	D3-11练功房练舞	403	-1	-1	150.49	33	0	60	0	4	2424	-1	-1	-1	-1	-1	404
404	D3-13练功房练舞	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	405
405	D3-14舞台区前讨论	403	-1	-1	99.57	66.34	-63.95	60	0	4	0	-1	-1	-1	-1	-1	-1
406	D3-17河阳城摆摊区闲逛	5	-1	-1	42	121	-1	60	3	4	3	-1	-1	-1	-1	27940	407
407	D3-20河阳城摆摊区闲逛	5	-1	-1	33	117	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
408	D3-22小池镇观赏夜景	4	-1	-1	79.31	37.89	144.66	60	0	4	0	-1	-1	-1	-1	-1	-1
