Id	Description	Name	Title	NpcType	Level	AttackDisType	SkillstrategyIndex	CombatAttrIndex	AttackIntervalTime	ForceId	PathRadius	IsReturnBorn	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	ReviveRate	ReviveTimeBegin_01	ReviveTimeEnd_01	ReviveTimeBegin_02	ReviveTimeEnd_02	DialogID	DialogRadius	DropItemNormalId	FirstDropItemNormalId	DropItemCopyId	IsAttackFly	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	Exp	ExpFactor	EnhanceID1	EnhanceID2	EnhanceID3	EnhanceID4	EnhanceID5	EnhanceID6	SilverCoinMin	SilverCoinMax	SilverCoinFactor	GoldCoinRate	GoldCoinDrop	GoldCoinFactor	NpcPaoPaoId	IsCanBeClientSel	IsNoALevelReduc	IsNoPernoctation	IsDisableFaceto	IsCanCatch	CatchFellowId	HuntCollectId	IsCleanLeaveCombat	BornAnimId	BornAnimTime	ScriptID	FinalAttackDrop	ImpactId_01	ImpactId_02	IsDiscareServerLevel	IsLogDropInfo	IsCanRecycle	LifeTime	IsForceUseAdaptAttr	IsUseNavAgent	LeaveCombatImpactId_01	LeaveCombatImpactId_02	IsMissionNPC	HeadInfoHideType	IsHeadBodyLeave
2094	[废弃]	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	70	0	138	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2095	[废弃]	魔化青云弟子		0	70	0	1	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2096	[废弃]	魔化合欢弟子		0	70	0	1	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2097	[废弃]	魔化鬼王弟子		0	70	0	1	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2098	[废弃]	魔化天音弟子		0	70	0	1	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2099	[废弃]	魔化碧瑶	<对自身周围造成伤害并定身>	2	95	1	127	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2100	[废弃]	魔化陆雪琪	<擅长群体伤害>	2	95	1	128	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2101	[废弃]	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	95	1	129	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2102	[废弃]	魔化林惊羽	<对面前玩家造成大量伤害>	2	95	0	130	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2103	[废弃]	魔化道玄	<诛仙剑阵，注意躲避>	2	95	0	131	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2104	[废弃]	魔化普智	<擅长无量真言>	2	95	0	132	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2105	[废弃]	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	95	0	133	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2106	[废弃]	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	95	1	134	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2107	[废弃]	魔化齐昊	<放大玩家受到的伤害>	2	95	0	135	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2108	[废弃]	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	95	0	136	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2109	[废弃]	魔化毒神	<喷射毒气降低玩家攻击力>	2	95	0	137	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2110	[废弃]	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	95	0	138	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2111	[废弃]	魔化青云弟子		0	95	0	1	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2112	[废弃]	魔化合欢弟子		0	95	0	1	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2113	[废弃]	魔化鬼王弟子		0	95	0	1	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2114	[废弃]	魔化天音弟子		0	95	0	1	811	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2115	魔神降临（困难）-BOSS-魔化碧瑶	魔化碧瑶	<对自身周围造成伤害并定身>	2	125	1	127	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2116	魔神降临（困难）-BOSS-魔化陆雪琪	魔化陆雪琪	<擅长群体伤害>	2	125	1	128	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2117	魔神降临（困难）-BOSS-魔化田灵儿	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	125	1	129	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2118	魔神降临（困难）-BOSS-魔化林惊羽	魔化林惊羽	<对面前玩家造成大量伤害>	2	125	0	130	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2119	魔神降临（困难）-BOSS-魔化道玄	魔化道玄	<诛仙剑阵，注意躲避>	2	125	0	131	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2120	魔神降临（困难）-BOSS-魔化普智	魔化普智	<擅长无量真言>	2	125	0	132	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2121	魔神降临（困难）-BOSS-魔化鬼王	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	125	0	133	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2122	魔神降临（困难）-BOSS-魔化文敏	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	125	1	134	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2123	魔神降临（困难）-BOSS-魔化齐昊	魔化齐昊	<放大玩家受到的伤害>	2	125	0	135	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2124	魔神降临（困难）-BOSS-魔化鬼厉	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	125	0	136	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2125	魔神降临（困难）-BOSS-魔化毒神	魔化毒神	<喷射毒气降低玩家攻击力>	2	125	0	137	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2126	魔神降临（困难）-BOSS-魔化秦无炎	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	125	0	138	835	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131255	-1	-1	1	1	1	1	0	41108	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2127	魔神降临（困难）-BOSS-魔化青云弟子	魔化青云弟子		0	125	0	1	830	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	7661	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2128	魔神降临（困难）-BOSS-魔化合欢弟子	魔化合欢弟子		0	125	0	1	830	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	7661	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2129	魔神降临（困难）-BOSS-魔化鬼王弟子	魔化鬼王弟子		0	125	0	1	830	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	7661	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2130	魔神降临（困难）-BOSS-魔化天音弟子	魔化天音弟子		0	125	0	1	830	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	7661	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2131	魔神降临（挑战1）-BOSS-魔化碧瑶	魔化碧瑶	<对自身周围造成伤害并定身>	2	166	1	127	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2132	魔神降临（挑战1）-BOSS-魔化陆雪琪	魔化陆雪琪	<擅长群体伤害>	2	166	1	128	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2133	魔神降临（挑战1）-BOSS-魔化田灵儿	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	166	1	129	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2134	魔神降临（挑战1）-BOSS-魔化林惊羽	魔化林惊羽	<对面前玩家造成大量伤害>	2	166	0	130	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2135	魔神降临（挑战1）-BOSS-魔化道玄	魔化道玄	<诛仙剑阵，注意躲避>	2	166	0	131	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2136	魔神降临（挑战1）-BOSS-魔化普智	魔化普智	<擅长无量真言>	2	166	0	132	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2137	魔神降临（挑战1）-BOSS-魔化鬼王	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	166	0	133	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2138	魔神降临（挑战1）-BOSS-魔化文敏	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	166	1	134	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2139	魔神降临（挑战1）-BOSS-魔化齐昊	魔化齐昊	<放大玩家受到的伤害>	2	166	0	135	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2140	魔神降临（挑战1）-BOSS-魔化鬼厉	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	166	0	136	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2141	魔神降临（挑战1）-BOSS-魔化毒神	魔化毒神	<喷射毒气降低玩家攻击力>	2	166	0	137	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2142	魔神降临（挑战1）-BOSS-魔化秦无炎	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	166	0	138	845	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131345	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2143	魔神降临（挑战1）-BOSS-魔化青云弟子	魔化青云弟子		0	166	0	1	840	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	12956	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2144	魔神降临（挑战1）-BOSS-魔化合欢弟子	魔化合欢弟子		0	166	0	1	840	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	12956	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2145	魔神降临（挑战1）-BOSS-魔化鬼王弟子	魔化鬼王弟子		0	166	0	1	840	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	12956	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2146	魔神降临（挑战1）-BOSS-魔化天音弟子	魔化天音弟子		0	166	0	1	840	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	12956	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2147	魔神降临（挑战2）-BOSS-魔化碧瑶	魔化碧瑶	<对自身周围造成伤害并定身>	2	206	1	127	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2148	魔神降临（挑战2）-BOSS-魔化陆雪琪	魔化陆雪琪	<擅长群体伤害>	2	206	1	128	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2149	魔神降临（挑战2）-BOSS-魔化田灵儿	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	206	1	129	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2150	魔神降临（挑战2）-BOSS-魔化林惊羽	魔化林惊羽	<对面前玩家造成大量伤害>	2	206	0	130	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2151	魔神降临（挑战2）-BOSS-魔化道玄	魔化道玄	<诛仙剑阵，注意躲避>	2	206	0	131	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2152	魔神降临（挑战2）-BOSS-魔化普智	魔化普智	<擅长无量真言>	2	206	0	132	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2153	魔神降临（挑战2）-BOSS-魔化鬼王	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	206	0	133	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2154	魔神降临（挑战2）-BOSS-魔化文敏	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	206	1	134	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2155	魔神降临（挑战2）-BOSS-魔化齐昊	魔化齐昊	<放大玩家受到的伤害>	2	206	0	135	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
2156	魔神降临（挑战2）-BOSS-魔化鬼厉	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	206	0	136	855	1200	3	100	1	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131425	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1	1	-1	0	1	-1	-1	-1	0	0
